id,meldungsNummern,bezirk,betreff,erstellungsDatum,status,sachverhalt
4280373,['onogld'],Tempelhof-Schöneberg,Abfall - Sperrmüll,08.02.2023 - 12:44:25,Erledigt,Am Baum und auf dem Gehweg liegen zwei Holzbretter siehe Foto 
4275781,['lvsirl'],Neukölln,Müllablagerung,08.02.2023 - 12:54:08,Erledigt,Auf dem Gehweg liegen Pappkarton und eine Mülltüte mit Klamotten siehe Foto 
4275782,"['8kc0e9', '8oqqkh']",Neukölln,Sperrmüll abgelagert,08.02.2023 - 12:54:09,Erledigt,2x Schublade
4275785,['xtb281'],Neukölln,Elektroschrott abgelagert,08.02.2023 - 12:57:45,Erledigt,Am Straßenrand neben dem Gehweg steht ein defekter Drucker siehe Foto 
4280374,['ey2o75'],Tempelhof-Schöneberg,Abfall - Sperrmüll,08.02.2023 - 12:58:22,Erledigt,Einkaufswagen Lidl
4275795,['3uiww1'],Neukölln,Müllablagerung,08.02.2023 - 12:58:37,Erledigt,Müllablagerung
4280375,['odov7l'],Tempelhof-Schöneberg,Abfall - Sperrmüll,08.02.2023 - 13:02:04,Erledigt,1x Einkaufswagen Lidl
4275803,['htpgjl'],Neukölln,Papierkörbe,08.02.2023 - 13:03:38,Erledigt,"Im Halte 
Bereich der Bushaltestelle liegen überall Zigarettenreste, hier fehlen eindeutig spezielle Müllbehälter "
4276004,['16dtkx'],Friedrichshain-Kreuzberg,BVG,08.02.2023 - 13:05:22,Erledigt,"in der Straßenbahn liegen jetzt auch schon die ERoller rum, man stolpert darüber, und außerdem nehmen die den Platz weg!!!
Und ne Fahrkarte haben die auch nicht, würde ich wetten!! Bitte verbieten Sie das hier war das in der M 5
04.02., 16.23 h"
4275804,['idonb5'],Neukölln,Sperrmüll abgelagert,08.02.2023 - 13:07:58,Erledigt,Am Stromkasten liegt Sperrmüll 
4275809,['jhn0u9'],Neukölln,Bauabfälle abgelagert,08.02.2023 - 13:09:17,In Bearbeitung,2x BIG BAG
4280604,"['yr0ow1', '7k4hdt']",Tempelhof-Schöneberg,Straßenaufsicht - Sonstiges,08.02.2023 - 13:21:21,Erledigt,Seit einigen Tagen parkt ein blauer Transporter der Firma Prignitzer Aufzugsbau GmbH in der Görresstraße. Der Fahrzeugführer und sein Kollege machen in der Zeit von ca. 12:00 bis 13:30 Uhr Pause und schlafen und essen während der Zeit in dem Auto bei laufendem Motor. 
4275869,['gfrhmp'],Neukölln,Elektroschrott abgelagert,08.02.2023 - 13:24:36,Erledigt,Auf dem Grünstreifen neben dem Fahrradweg liegt ein Autoreifen siehe Foto 
4275905,['489csh'],Friedrichshain-Kreuzberg,Abfall - Müllablagerung,08.02.2023 - 13:28:46,Erledigt,1 Mülltüte
4275868,['d3wd1d'],Neukölln,Elektroschrott abgelagert,08.02.2023 - 13:30:04,Erledigt,Auf dem Grünstreifen neben dem Fahrradweg in Richtung Schöneberg liegt ein Autoreifen siehe Foto 
4275901,['divr41'],Friedrichshain-Kreuzberg,Abfall - Müllablagerung,08.02.2023 - 13:31:56,Erledigt,diverse Pappe
4275899,['t290jl'],Friedrichshain-Kreuzberg,Abfall - Sperrmüll,08.02.2023 - 13:34:03,Erledigt,1 Kinderwagen
4275902,['fqsi69'],Friedrichshain-Kreuzberg,Abfall - Weihnachtsbäume,08.02.2023 - 13:36:02,Erledigt,1 Weihnachtsbaum
4275894,['we454x'],Friedrichshain-Kreuzberg,Abfall - Müllablagerung,08.02.2023 - 13:38:06,Erledigt,"1 Müllsack, diverses Glas"
4275887,['tm87b5'],Friedrichshain-Kreuzberg,Abfall - Sperrmüll,08.02.2023 - 13:40:36,Erledigt,1 Barhocker
4275916,['z602yp'],Friedrichshain-Kreuzberg,Abfall - Sperrmüll,08.02.2023 - 13:47:07,Erledigt,2 Türen
4280607,['rvsqo1'],Tempelhof-Schöneberg,Abfall - Sperrmüll,08.02.2023 - 14:06:41,Erledigt,Gardinenständer
4276001,['ekc8ap'],Friedrichshain-Kreuzberg,Abfall - Sonstiges,08.02.2023 - 14:07:22,Erledigt,1 Autoreifen
4280608,['tjqayp'],Tempelhof-Schöneberg,Abfall - Sperrmüll,08.02.2023 - 14:15:49,Erledigt,Bretter 
4276063,['i66y9t'],Neukölln,Weihnachtsbäume,08.02.2023 - 14:24:54,Erledigt,2 tannenbäume
4276070,"['mxi4n5', 'vhngn5']",Neukölln,Müllablagerung,08.02.2023 - 14:26:30,Erledigt,kleinstmüll
4276071,"['86lkht', 'aeibk1', 'aodp8h']",Neukölln,Sperrmüll abgelagert,08.02.2023 - 14:28:15,Erledigt,"Tür von geschrierschrank, Tischplatte"
4280625,['uxo9vl'],Tempelhof-Schöneberg,Abfall - Elektroschrott,08.02.2023 - 14:38:04,Erledigt,Einkaufswagen
4280628,['9x535'],Tempelhof-Schöneberg,Abfall - Sperrmüll,08.02.2023 - 14:41:02,Erledigt,Kratzbaum 
4281643,['4pqn7l'],Friedrichshain-Kreuzberg,"Abfall - Bauabfälle, Bauschutt",08.02.2023 - 14:42:26,Erledigt,Bauschutt 
4280629,['ftaeip'],Tempelhof-Schöneberg,Abfall - Elektroschrott,08.02.2023 - 14:44:50,Erledigt,Einkaufswagen
4280630,['a9iiv5'],Tempelhof-Schöneberg,"Abfall - Bauabfälle, Bauschutt",08.02.2023 - 14:48:10,Erledigt,Toiletten sitz
4280638,['il6cch'],Tempelhof-Schöneberg,Abfall - Schrottfahrräder,08.02.2023 - 14:51:41,In Bearbeitung,"hellblaues Damenrad in desolatem Zustand, wirtschaftlicher Totalschaden"
4280646,['p8wlj5'],Tempelhof-Schöneberg,Abfall - Sperrmüll,08.02.2023 - 14:55:07,Erledigt,Stuhl
4280649,['y4jls1'],Tempelhof-Schöneberg,entsorgtes Verpackungsmaterial,08.02.2023 - 14:55:24,Erledigt,"""Entsorgtes"" Verpackungsmaterial

"
4280653,['qcuz29'],Tempelhof-Schöneberg,Abfall - Schrottfahrräder,08.02.2023 - 14:58:24,In Bearbeitung,"unbenutztes Kinderfahrrad, steht dort seit langer Zeit

"
4280659,['ln1vk1'],Tempelhof-Schöneberg,Abfall - Schrottfahrräder,08.02.2023 - 15:01:32,In Bearbeitung,"Abgestelltes Schrottfahrrad
"
4281689,['yyidxd'],Friedrichshain-Kreuzberg,"Grünanlage/Park - Müll, Verschmutzung",08.02.2023 - 15:02:50,Erledigt,"
Die dort abgestellten Zelte sind bis zur Oberkante mit Müll befüllt und nicht bewohnt. 

Im Bereich des Parks"
4280663,['4fv9j5'],Tempelhof-Schöneberg,Gesundheitsschutz/Hygiene - Sonstiges,08.02.2023 - 15:24:07,Erledigt,"Vorschriften für das Arbeiten mit offenen Lebensmitteln werden nicht eingehalten, Lebensmittel liegen ungekühlt herum, Mitarbeiter sind draußen zum Rauchen und gehen ohne Hände waschen wieder an den Arbeitsplatz (offene Lebensmittel!!!), Fahrer gehen bei ihrer Rückkehr in die Küche mit verschmutzter Kleidung und ohne Hände waschen, Laden ist voll gehängt mit unhygienischer Dekoration "
4279571,"['4gxw5d', '4zugap', 'kkacch']",Friedrichshain-Kreuzberg,Abfall - Müllablagerung,08.02.2023 - 15:40:09,Erledigt,Blaue Müllsäcke mit Inhalt
4278980,['qwydj5'],Neukölln,Sperrmüll abgelagert,08.02.2023 - 15:53:42,Erledigt,Matratze
4280665,['k5sidd'],Tempelhof-Schöneberg,Abfall - Sperrmüll,08.02.2023 - 15:58:15,Erledigt,Stuhl am Mülleimer 
4280668,['6uc001'],Tempelhof-Schöneberg,Abfall - Sonstiges,08.02.2023 - 15:58:48,Erledigt,"Der Fußgänger weg ist voll mit Müll , Dosen, Döner Saftkartons Plastik Flaschen, Taschen Tücher, Kleidung "
4279568,['74bldt'],Friedrichshain-Kreuzberg,Abfall - Müllablagerung,08.02.2023 - 16:26:12,Erledigt,Blauer Sack mit Bettzeug etc.
4281454,['s7gqgx'],Friedrichshain-Kreuzberg,Abfall - Müllablagerung,08.02.2023 - 16:28:17,Erledigt,Möbelmüll
4279072,['ew083l'],Neukölln,Sperrmüll abgelagert,08.02.2023 - 16:36:51,Erledigt,Ein schwarzes Sofa
4280674,['pfksn5'],Tempelhof-Schöneberg,"Wahlplakat unter 2,5m",08.02.2023 - 16:44:52,In Bearbeitung,Zu niedrig 
4279085,['mv6jup'],Neukölln,Elektroschrott abgelagert,08.02.2023 - 17:12:15,Erledigt,Kühlschrank
4279132,"['3zy5tt', '5z9vy9', 'dh1qf5', 'xl5hj5']",Neukölln,Müllablagerung,08.02.2023 - 17:25:38,Erledigt,Hausmüll auf Baumscheibe.
4279133,['umv6kh'],Tempelhof-Schöneberg,Hund - ohne Leine,08.02.2023 - 17:30:25,Erledigt,"Hund ohne Leine läuft mir direkt vor die Füße. Der Vorfall ereignet sich auf der Wiese, wo Hunde an der Leine geführt werden sollten. Ich habe die Hundehalterin auf die Leinenpflicht hingewiesen. Sie zeigte aber keinerlei Reaktion oder Entschuldigung dafür, das der Hund mich behindert hat.
Solche Erlebnisse mit Hunden, die einen anbellen, vor die Füße oder das Rad
 laufen, erlebe ich auf dem Feld immer häufiger. Die Hundehalter wirken äußerst gleichgültig und fühlen sich scheinbar völlig um Recht.

"
4279134,['2m06wx'],Neukölln,Sperrmüll abgelagert,08.02.2023 - 17:33:56,Erledigt,"Regal und Stuhl, liegt schon länger "
4279135,"['np5c01', 'xoqps1']",Neukölln,Elektroschrott abgelagert,08.02.2023 - 17:37:40,Erledigt,Einkaufswagen 
4279136,"['4wuzup', 'adotmp']",Neukölln,Sperrmüll abgelagert,08.02.2023 - 17:39:15,Erledigt,Kiste
4281525,['m17rpd'],Friedrichshain-Kreuzberg,Abfall - Sperrmüll,08.02.2023 - 18:19:01,Erledigt,Kaputte große Schublade
4281403,['i0dnnl'],Friedrichshain-Kreuzberg,"Grünanlage/Park - Müll, Verschmutzung",08.02.2023 - 18:29:50,Erledigt,"
Dürfte ich darum Bitten den Laubhaufen evtl. bald zu entsorgen? 

Immerhin nimmt er die breiteste Fläche des Weges ein. 

"
4279903,"['qm3vnl', 'xg5j5']",Neukölln,Elektroschrott abgelagert,09.02.2023 - 07:10:44,Erledigt,u.a. Autoreifen 
4281360,['o8i1oh'],Friedrichshain-Kreuzberg,Straßenaufsicht - Mangelnde Straßenreinigung,09.02.2023 - 07:21:22,Erledigt,"Ecke Gryphiusstraße/Wismarplatz: Gefrorene Farbe, bitte schnell entfernen, bevor sie auftaut!"
4279907,"['enw1z5', 'msu9s1']",Neukölln,Elektroschrott abgelagert,09.02.2023 - 07:28:54,Erledigt,"Einkaufswagen, & Matratze."
4279908,['enw1z5'],Neukölln,Sperrmüll abgelagert,09.02.2023 - 07:28:54,Erledigt,"Einkaufswagen, & Matratze."
4279909,['30d3wh'],Neukölln,Weihnachtsbäume,09.02.2023 - 07:42:06,Erledigt,"Vor mehreren Häusern im Herrnhuter Weg finden sich noch immer Weihnachtsbäume. 
Müll auch. Quasi an jedem Baum in dieser verdreckten Straße. Offenbar streikt die BSR auch hier schon seit Wochen! "
4279913,['hfrzsx'],Neukölln,Sperrmüll abgelagert,09.02.2023 - 07:50:32,Erledigt,Siehe Foto 
4281430,['glt7nl'],Friedrichshain-Kreuzberg,Straßenaufsicht - Defekte Ampel,09.02.2023 - 08:06:42,Erledigt,"
Ampel funktioniert nicht, Grundschüler brauchen sie


Die Ampel am Jüdischen Museum, die nötig ist um die starke befahrene Lindenstraße sicher zur Galilei Grundschule zu überqueren, ist seit Tagen kaputt. 

Bitte leiten Sie so schnell wie möglich eine Reparatur ein, damit die Schüler wieder sicher zur Schule kommen.

"
4282797,['gpk269'],Tempelhof-Schöneberg,Ruhestörung ,09.02.2023 - 08:27:48,Erledigt,Lärmbelästigung 08.02.23 20:00 Uhr - 09.02.23 4:00 Uhr
4281455,['bprda9'],Friedrichshain-Kreuzberg,Abfall - Müllablagerung,09.02.2023 - 08:34:01,Erledigt,Müll in Grosser Tüte und Palette 
4281301,['1q5zi9'],Friedrichshain-Kreuzberg,Straßenverkehrsrechtliche Anordnungen - Verkehrszeichen,09.02.2023 - 08:36:43,Erledigt,"
30er-Zonen Schild ist total ausgebleicht und nicht erkennbar. 

Auch der Standort ist so, dass man es vom Auto aus übersieht und dementsprechend wird sehr oft mit überhöhter  Geschwindigkeit - teilweise sogar mit über 50km/h - in die Zossener Straße reingefahren.

"
4279922,"['3y2qkh', 'rj9udd']",Neukölln,Sperrmüll abgelagert,09.02.2023 - 08:40:18,Erledigt,Auf dem Bürgersteig steht diverses Gerümpel.
4279938,['q5696p'],Neukölln,Elektroschrott abgelagert,09.02.2023 - 08:41:37,Erledigt,Auf dem Bürgersteig steht ein Drucker und anderes Gerümpel.
4281491,['qz51c1'],Friedrichshain-Kreuzberg,Abfall - Müllablagerung,09.02.2023 - 08:43:10,Erledigt,"
Vermüllung ... Teppich, Altkleider , sonstiger Unrat 

AOD

"
4282820,['bfrrwh'],Tempelhof-Schöneberg,Halteverbot,09.02.2023 - 08:46:02,Erledigt,Beinah unmöglich aus dem Parkplatz rauszufahren 
4281308,"['or8a9t', 'xr8m4h']",Friedrichshain-Kreuzberg,Straßenaufsicht - Straßen- und Gehwegschäden,09.02.2023 - 08:47:40,Erledigt,"Loch im Gehweg vor Hauseingang, Sturzgefahr"
4281456,['w77cx'],Friedrichshain-Kreuzberg,Abfall - Müllablagerung,09.02.2023 - 08:53:20,Erledigt,Matratze und Bretter 
4280006,['p67och'],Neukölln,Sperrmüll abgelagert,09.02.2023 - 09:17:29,Erledigt,"Couch, Lampe

"
4280007,['cypji9'],Neukölln,Müllablagerung,09.02.2023 - 09:22:39,Erledigt,Immer noch alles voller Müll und Hundescheiße - was für ein Schandfleck. 
4280169,['bkrkld'],Neukölln,Sperrmüll abgelagert,09.02.2023 - 09:29:06,Erledigt,Müll 
4282822,['ow82yp'],Tempelhof-Schöneberg,Straßenaufsicht - Sonstiges,09.02.2023 - 09:31:42,Erledigt,"Parken auf dem Fahrradweg, sehr ungünstige und gefährliche Stelle für Fahrradfahrer, obwohl mehrere Parkplätze in kürzester Entfernung zur Verfügung stehen "
4282825,['zfsni9'],Tempelhof-Schöneberg,Straßenverkehrsrechtliche Anordnungen - Verkehrszeichen,09.02.2023 - 09:58:18,Erledigt,Fahrzeuge parken im absoluten Halteverbot.
4282827,"['9kcikh', 'ek57gh']",Tempelhof-Schöneberg,Schrottroller,09.02.2023 - 10:07:54,Erledigt,"Schrottroller ohne Sitz
"
4280188,['l7vgn5'],Neukölln,Müllablagerung,09.02.2023 - 10:08:06,Erledigt,Die Straße ist voller Müll 
4281326,['gs1yip'],Friedrichshain-Kreuzberg,Straßenaufsicht - Straßen- und Gehwegschäden,09.02.2023 - 10:09:31,Erledigt,Schlagloch 
4280192,"['13rpj5', 'dq6fb5']",Neukölln,Sperrmüll abgelagert,09.02.2023 - 10:17:07,Erledigt,"Sofaelemente, Matratze und Stühle "
4282835,['kdwoht'],Tempelhof-Schöneberg,"Straßenaufsicht - Verkehrszeichen (beschädigt, defekt, etc.)",09.02.2023 - 10:17:15,Erledigt,Mariendorfer Damm stadtein- und auswärts unkenntliche Fahrbahnmarkierung Fahrradsonderstreifen. Die Markierungen sind teilweise bnicht mehr erkennbar und dadurch befahren Pkws im Kreuzungsbereich den Streifen. Ehrhebliche Gefahr für Fahrradfahrer-innen . Bitte endlich reagieren. Bei Schäden drohen durch die Kenntnisnahme Regressansprüche gegen den Bezirk. Beschwerde wegen langer Untätigkeit ist bereits gefertigt !!!!°! Gefahr wird hier billigend in Kauf genommen
4280193,['t9joqp'],Neukölln,Müllablagerung,09.02.2023 - 10:17:54,Erledigt,Müllablagerung am Straßenbaum
4280194,['xpd6v5'],Neukölln,Elektroschrott abgelagert,09.02.2023 - 10:18:30,Erledigt,Kühlschrank 
4280195,['nprt35'],Neukölln,Sperrmüll abgelagert,09.02.2023 - 10:20:42,Erledigt,Schaumstoffmatratzen
4282837,['m1u8sh'],Tempelhof-Schöneberg,Straßenaufsicht - Straßen- und Gehwegschäden,09.02.2023 - 10:33:23,In Bearbeitung,Gehweg Absenkung 
4280209,['2hmvb5'],Neukölln,Bauabfälle abgelagert,09.02.2023 - 10:42:08,In Bearbeitung,"WC Becken , Matratze "
4280297,"['1mhy4h', '47lh4x', 'ooqdxd']",Neukölln,Sperrmüll abgelagert,09.02.2023 - 10:46:31,Erledigt,2 Matratzen
4280465,"['7wciow', 'tefz0h']",Neukölln,Sperrmüll abgelagert,09.02.2023 - 10:49:05,Erledigt,ein Sofa wurde illegal abgelagert
4282841,['nks0e9'],Tempelhof-Schöneberg,Straßenaufsicht - Straßen- und Gehwegschäden,09.02.2023 - 10:49:36,Erledigt,"Die Straße ist stark gewölbt und der Verkehr verursacht dadurch viel Lärm, da ich unmittelbar in der Nähe meinen Arbeitsplatz habe höre ich das den ganzen Tag."
4281529,"['tpb0h', 'tqsjr5']",Friedrichshain-Kreuzberg,Abfall - Sperrmüll,09.02.2023 - 10:53:00,Erledigt,Matratze
4280457,['uiffds'],Neukölln,Sperrmüll abgelagert,09.02.2023 - 10:53:24,Erledigt,zwei Sofas wurden illegal  abgestellt
4281461,['oypzb5'],Friedrichshain-Kreuzberg,Abfall - Müllablagerung,09.02.2023 - 11:05:11,Erledigt,Alter Einkaufswagen
4282850,['9zbwn5'],Tempelhof-Schöneberg,Abfall - Müllablagerung,09.02.2023 - 11:16:07,Erledigt,"Kenne das Problem schon, schon mehr als 15 mal gemeldet. Dieser Müll liegt hier seit drei Wochen schon, finden Sie das normal? Und finden Sie, dass  das Ordnungsamt überhaupt keine Verantwortung für ein solches Problem hat?"
4280388,['nasf0h'],Neukölln,Sperrmüll abgelagert,09.02.2023 - 11:16:38,Erledigt,"Matratze,Wäscheständ


er"
4280390,"['sukao1', 'vzdvr5']",Neukölln,Sperrmüll abgelagert,09.02.2023 - 11:25:19,Erledigt,Siehe Fotos 
4282861,['5002kh'],Tempelhof-Schöneberg,Abfall - Autowrack,09.02.2023 - 11:41:58,Erledigt,Kfz ohne Siegel. HU seit 07/21 abgelaufen 
4281335,['jfeygx'],Friedrichshain-Kreuzberg,Straßenaufsicht - Sonstiges,09.02.2023 - 11:45:45,Erledigt,Insgesamt drei ungenutzte Standfüße liegen als Stolperfallen rum. Ein Stück weiter nochmal drei.
4281424,['i1gzk1'],Friedrichshain-Kreuzberg,Baumschutz - Sonstiges,09.02.2023 - 11:51:45,Erledigt,"Bewässerungssack vom Bezirk liegt auf dem Gehweg. Ein Jammer, dass die überall im Bezirk rumfliegen und sich niemand verantwortlich fühlt."
4280470,['pw2zs0'],Neukölln,Sperrmüll abgelagert,09.02.2023 - 11:56:40,Erledigt,diverser Müll und Sperrmüll wurde illegal abgelegt.
4281530,['6xx88x'],Friedrichshain-Kreuzberg,Abfall - Sperrmüll,09.02.2023 - 11:57:44,Erledigt,Paletten
4280471,['9dr5i8'],Neukölln,Sperrmüll abgelagert,09.02.2023 - 11:58:21,Erledigt,eine Matratze wurde illegal abgelegt
4280430,['n19og1'],Neukölln,Sperrmüll abgelagert,09.02.2023 - 12:01:31,Erledigt,"es besteht Verletzungsgefahr durch einen illegal abgestellten Spiegel, Glasbruch vor der Hausnummer 11"
4281536,['tozxmp'],Friedrichshain-Kreuzberg,Abfall - Sperrmüll,09.02.2023 - 12:03:29,Erledigt,Blumemkästen
4281537,['y4tfr5'],Friedrichshain-Kreuzberg,Abfall - Sperrmüll,09.02.2023 - 12:06:14,Erledigt,"
 und Holzbrett

Kaputter Fernsehen

"
4281675,['y4tfr5'],Friedrichshain-Kreuzberg,Abfall - Elektroschrott,09.02.2023 - 12:06:14,Erledigt,"
Kaputter Fernsehen 


und Holzbrett

"
4281674,"['aw9fy9', 'usyb5t']",Friedrichshain-Kreuzberg,Abfall - Elektroschrott,09.02.2023 - 12:07:50,Erledigt,Kaputter Samsung Fernseher 
4281495,"['hhhssh', 'ituvpd', 'n9odtt', 'yx7bwh']",Friedrichshain-Kreuzberg,Abfall - Sonstiges,09.02.2023 - 12:07:53,Erledigt,Holzbalken
4281540,['9ktddt'],Friedrichshain-Kreuzberg,Abfall - Sperrmüll,09.02.2023 - 12:15:04,Erledigt,Kleidung
4280654,['q850ch'],Neukölln,Bauabfälle abgelagert,09.02.2023 - 12:26:31,In Bearbeitung,Müllsäcke 
4280660,['r23sht'],Neukölln,Elektroschrott abgelagert,09.02.2023 - 12:27:08,Erledigt,Einkaufswagen 
4280664,['2n3itd'],Neukölln,Bauabfälle abgelagert,09.02.2023 - 12:28:14,In Bearbeitung,Reste von einem Autounfall 
4281511,['xpu1oh'],Friedrichshain-Kreuzberg,Abfall - Sonstiges,09.02.2023 - 12:28:34,Erledigt,Einkaufswagen
4281541,"['jaf5s1', 'u6sgld', '8u9hxd']",Friedrichshain-Kreuzberg,Abfall - Sperrmüll,09.02.2023 - 12:29:18,Erledigt,Kinderwagen
4280673,['s6260x'],Neukölln,Elektroschrott abgelagert,09.02.2023 - 12:29:21,Erledigt,Einkaufswagen 
4280677,['eulnnl'],Neukölln,Bauabfälle abgelagert,09.02.2023 - 12:29:25,In Bearbeitung,Badewanne und Matratzen versperren den Gehweg 
4280678,['udyx35'],Neukölln,Elektroschrott abgelagert,09.02.2023 - 12:30:08,Erledigt,Einkaufswagen 
4281692,['rm2z9d'],Friedrichshain-Kreuzberg,Abfall - Weihnachtsbäume,09.02.2023 - 12:32:03,Erledigt,Tannenbaum
4281547,['n69h4x'],Friedrichshain-Kreuzberg,Abfall - Sperrmüll,09.02.2023 - 12:34:37,Erledigt,Holz
4281464,['w1whdt'],Friedrichshain-Kreuzberg,Abfall - Müllablagerung,09.02.2023 - 12:35:13,Erledigt,Karton mit Sachen
4281710,['234c1t'],Friedrichshain-Kreuzberg,Abfall - Weihnachtsbäume,09.02.2023 - 12:37:52,Erledigt,Tannenbaum
4281465,['oa7uo1'],Friedrichshain-Kreuzberg,Abfall - Müllablagerung,09.02.2023 - 12:40:45,Erledigt,Plastekiste mit Büchern
4282872,['x5uuwx'],Tempelhof-Schöneberg,Lärm - Haus- und Nachbarschaftslärm outdoor,09.02.2023 - 12:41:18,Erledigt,"Eine ältere Obdachlose Dame, schreit hier andauernd von 23 Uhr bis 06 Uhr morgens, und bricht in das Zelt des Yogi Restaurants ein um dort zu übernachten. Auch beschimpft sie alle Bewohner, schmeißt mit Gegenständen rum, tretet fest gegen Haustüren und ist eine Gefahr für sich und für andere. Sie lässt nicht mit sich reden, noch hört sie auf jemanden. Sie ist hier jeden Tag."
4281467,['qi4lq9'],Friedrichshain-Kreuzberg,Abfall - Müllablagerung,09.02.2023 - 12:43:10,Erledigt,Pappkarton mit Müll
4281549,['8yca9t'],Friedrichshain-Kreuzberg,Abfall - Sperrmüll,09.02.2023 - 12:45:37,Erledigt,Sitzbank für Kinder
4281518,['4iis5d'],Friedrichshain-Kreuzberg,Abfall - Sonstiges,09.02.2023 - 12:48:14,Erledigt,Einkaufswagen 
4281519,['k1w1kx'],Friedrichshain-Kreuzberg,Abfall - Sonstiges,09.02.2023 - 12:50:18,Erledigt,Metalleiter
4282892,['fm2jgh'],Tempelhof-Schöneberg,Lärm - Haus- und Nachbarschaftslärm indoor,09.02.2023 - 12:52:36,Erledigt,"Die Nachbarn sind sehr laut, und leben nicht ordnungsgemäß zu 6-8 Menschen in einer kleinen Wohnung. Auch arbeiten sie für das Gewerbe Wolt von Zuhause aus, und versperren Eingänge bzw. Fußgängerweg und Postkasten mit ihren Fahrrädern. Nachts wird geschrien, Türen zusammen geschlagen und öfters finden kleine Parties statt, die zu viel Lärm erzeugen. Leider waren alle Gespräche mit dem Vermieter(bzw. Hauptmieter) und dem Büro bisher erfolglos. Der Hauptmieter hatte alle Anwohner nur abgewimmelt, und beharrt das alles ""legal"" wäre.. Er hatte den vorherigen 4 Mieterinnen gekündigt für Eigenbedarf, jedoch wird diese Wohnung eher für Woltmitarbeiter benutzt bzw. eine Ansammlung von Einwanderern.  "
4281685,['bg8mpt'],Friedrichshain-Kreuzberg,Abfall - Elektroschrott,09.02.2023 - 13:08:04,Erledigt,1 Fernseher
4281550,"['1gn8xt', 'gu301t']",Friedrichshain-Kreuzberg,Abfall - Sperrmüll,09.02.2023 - 13:10:40,Erledigt,"1 Schrank, 1 Schublade"
4281634,['nnqrk1'],Friedrichshain-Kreuzberg,"Abfall - Bauabfälle, Bauschutt",09.02.2023 - 13:12:58,Erledigt,diverses Eisen
4281484,['ck708x'],Friedrichshain-Kreuzberg,Abfall - Müllablagerung,09.02.2023 - 13:15:11,Erledigt,diverse Pappe
4281553,['rjl2wx'],Friedrichshain-Kreuzberg,Abfall - Sperrmüll,09.02.2023 - 13:17:17,Erledigt,1 Matratze
4281562,"['c07thd', 'sfqiv5']",Friedrichshain-Kreuzberg,Abfall - Sperrmüll,09.02.2023 - 13:19:46,Erledigt,1 Matratze
4281567,['gg1blt'],Friedrichshain-Kreuzberg,Abfall - Sperrmüll,09.02.2023 - 13:21:47,Erledigt,"1 Wäschekorb, 1 Krücke"
4281686,['48j6rl'],Friedrichshain-Kreuzberg,Abfall - Elektroschrott,09.02.2023 - 13:25:33,Erledigt,1 Fernseher
4281629,"['d4670h', 'hyz37l']",Friedrichshain-Kreuzberg,"Abfall - Bauabfälle, Bauschutt",09.02.2023 - 13:26:57,Erledigt,1 Waschbecken
4281652,['8ocow1'],Friedrichshain-Kreuzberg,Abfall - Schrottfahrräder,09.02.2023 - 13:28:02,Erledigt,"Oberteil eines Fahrradanhängers, schrottreifes Fahrrad"
4282901,['6vfbwh'],Tempelhof-Schöneberg,"Regeneinläufe, Gully",09.02.2023 - 13:35:15,In Bearbeitung,"Offenbar ist ein Gully verstopft, bzw nicht in der Lage das Wasser abzuführen. 
Dies führt zu einer tiefen Pfütze und bei Minusgraden zu einer für Radfahrer gefährlichen Eisfläche auf der Fahrbahn."
