item_category,item_condition,item_postcode,item_available_timer,distance,n_views,n_likes,item_available
other,like_new,10553,68,3485,1996,179,1
kids,like_new,12055,20,16230,716,114,0
other,good,12679,83,18713,447,31,1
furniture,like_new,10407,12,23512,969,19,0
furniture,like_new,12049,48,15453,1048,41,1
other,poor,12683,40,30703,337,64,1
other,poor,10559,6,7228,1068,64,0
kids,good,10625,80,16629,1991,278,0
kids,good,13581,87,29876,454,59,1
kids,like_new,14050,48,23033,1771,70,0
furniture,poor,10789,44,1899,1537,292,1
other,good,10585,9,21284,609,24,0
other,poor,14055,42,31043,147,27,1
kitchen_utensils,like_new,13587,99,24300,286,2,0
clothes,good,10409,35,7428,1474,235,1
furniture,poor,10825,47,11388,958,182,0
furniture,good,13347,48,16533,1112,211,1
kitchen_utensils,acceptable,13437,49,13259,278,44,0
kids,like_new,13357,9,2033,1898,284,0
clothes,good,10717,41,9455,841,142,1
clothes,acceptable,12059,70,15602,274,19,0
other,good,12619,80,18978,672,13,0
other,acceptable,13439,1,11903,1351,216,1
kitchen_utensils,like_new,13405,1,18917,1292,116,0
kids,acceptable,12439,43,29302,2,0,0
furniture,acceptable,12555,85,19056,1930,115,0
other,like_new,14057,38,30827,843,59,1
kids,like_new,13349,91,7626,450,76,0
furniture,like_new,13593,64,28251,982,108,1
clothes,poor,10713,34,10794,610,0,0
clothes,like_new,14197,42,27368,454,18,1
kitchen_utensils,acceptable,10825,26,11079,39,0,1
kids,like_new,12359,19,16934,917,146,1
kids,acceptable,13407,17,3954,722,50,1
clothes,like_new,10825,33,6230,1400,70,0
other,acceptable,12355,45,13867,150,13,1
furniture,poor,13055,92,17704,1886,339,0
kids,like_new,12101,85,19023,1759,211,0
clothes,acceptable,13467,2,17708,86,9,0
furniture,good,14052,74,15470,691,124,1
clothes,good,14165,47,10431,1960,98,1
furniture,acceptable,13465,42,22697,504,45,1
clothes,like_new,10625,45,418,1365,0,0
furniture,like_new,12629,77,22744,619,111,0
clothes,acceptable,10827,92,30213,1729,190,1
other,poor,12351,16,26889,1375,178,1
kids,like_new,12559,70,19061,1623,259,0
furniture,like_new,12043,40,19984,1322,171,0
kids,good,10969,57,17954,101,0,1
kids,good,12555,87,2845,1511,30,0
kids,good,10318,37,24474,139,5,1
clothes,like_new,12055,48,30007,856,17,1
other,poor,13595,19,28894,798,119,1
clothes,good,12353,90,2267,1680,252,0
other,acceptable,14052,22,14295,1126,22,1
other,poor,10965,57,10472,322,57,1
furniture,acceptable,12053,80,12751,1410,267,1
furniture,poor,13053,62,11840,315,37,1
furniture,acceptable,12055,59,19075,1534,92,0
kitchen_utensils,acceptable,13437,95,11279,851,85,1
kids,like_new,12247,5,23504,1864,149,0
kids,good,14197,14,22202,382,38,0
kids,acceptable,14165,79,16307,1918,249,1
other,good,13057,51,10158,1832,329,1
kids,acceptable,14055,5,10571,1817,54,1
other,like_new,13467,22,22289,924,147,0
other,good,10961,57,16366,1313,249,0
kitchen_utensils,good,10367,12,13595,620,80,1
other,poor,14052,45,12155,13,1,1
kitchen_utensils,acceptable,13351,19,23009,1806,36,0
other,good,12277,31,15623,705,112,1
kids,like_new,12623,88,17280,997,169,0
kitchen_utensils,poor,12527,20,16627,174,22,0
other,poor,12163,57,218,248,12,0
furniture,like_new,14089,35,31914,1637,163,0
furniture,like_new,14057,54,3490,1249,12,0
clothes,good,14129,73,22252,1666,33,1
other,poor,14199,1,14423,362,32,0
furniture,good,14050,32,7698,879,17,0
clothes,poor,13349,45,22853,1709,85,0
furniture,like_new,14193,93,30202,1721,154,1
furniture,poor,12687,71,1475,423,71,1
clothes,good,12247,30,9143,1763,246,1
other,good,12439,96,16986,437,0,1
clothes,acceptable,12437,3,17448,1620,243,1
other,like_new,12043,95,18813,842,159,0
kids,poor,12679,93,4264,828,115,1
other,good,12351,32,15773,3,0,0
furniture,acceptable,13053,5,17213,239,9,0
other,good,10243,45,24021,1583,300,1
clothes,like_new,10829,31,4497,501,30,0
kids,good,12053,0,27698,90,13,1
furniture,like_new,12157,47,8203,1038,62,1
kids,good,10623,10,15492,1541,292,0
clothes,good,10319,17,16032,1360,122,1
kids,acceptable,12169,11,15132,1748,332,1
clothes,poor,12105,41,7379,194,15,0
kitchen_utensils,like_new,10625,75,26823,289,20,1
furniture,acceptable,14129,60,4323,1583,31,1
furniture,good,12629,18,15378,1472,191,0
clothes,poor,13129,29,13758,1751,297,1
furniture,like_new,13055,90,22389,1700,85,1
furniture,acceptable,12685,7,27935,346,51,0
kitchen_utensils,acceptable,10715,91,21481,461,87,1
other,poor,12357,44,20722,1755,298,1
kids,acceptable,12307,8,6404,1039,10,1
kids,like_new,10777,30,17128,1386,138,0
kids,good,12435,68,22578,914,155,0
other,poor,12524,91,28707,836,8,1
kitchen_utensils,good,13353,43,21560,1036,155,0
kitchen_utensils,poor,10829,62,31989,407,12,0
furniture,acceptable,13581,23,28674,1369,150,1
kids,like_new,10717,7,11959,1732,173,1
furniture,acceptable,12487,28,21994,1680,268,1
kids,acceptable,10711,56,20684,869,52,1
clothes,good,13051,4,6526,939,28,0
kids,like_new,12279,43,7716,1573,204,0
kids,poor,10827,11,9269,1902,152,0
furniture,poor,10713,4,27693,591,59,0
kids,poor,10119,63,15650,847,84,0
kitchen_utensils,acceptable,12489,58,27390,354,24,0
clothes,poor,14199,9,13785,1997,99,0
kids,good,13593,43,25360,17,0,1
furniture,good,13357,30,2648,1545,108,1
clothes,poor,13585,11,13029,743,81,1
clothes,like_new,12359,5,1291,1538,0,1
other,poor,10587,21,9694,1027,20,1
other,poor,12309,26,24091,160,6,1
other,poor,14197,83,13145,957,143,1
kids,good,12165,30,14877,1537,30,0
other,acceptable,10589,9,7485,1472,103,1
kitchen_utensils,poor,14052,97,26122,826,132,1
kitchen_utensils,good,12689,81,15188,1865,0,1
furniture,like_new,10999,67,5955,1201,156,1
furniture,poor,10179,74,17507,1209,145,0
clothes,acceptable,14197,15,18778,1153,34,1
other,good,13469,65,22276,1873,149,0
kids,acceptable,12103,69,31869,949,47,1
kitchen_utensils,good,13581,62,24881,799,23,0
other,good,10369,35,7621,847,59,1
furniture,good,10713,84,9629,1548,294,0
other,poor,13469,29,11488,1849,73,0
other,like_new,12209,45,5825,218,26,0
other,poor,12099,64,6429,295,17,1
clothes,like_new,12249,50,5934,57,5,1
kids,like_new,13156,42,22917,227,34,1
furniture,acceptable,13591,62,18502,1774,141,1
kitchen_utensils,good,13355,14,8753,1404,168,1
kids,poor,10369,20,7759,1252,200,1
furniture,poor,12623,45,29413,1388,166,0
kitchen_utensils,good,10623,68,3905,547,16,0
kitchen_utensils,like_new,12045,21,4042,352,3,0
furniture,good,10829,35,17249,1177,35,1
kids,poor,12526,71,5061,1017,122,1
kitchen_utensils,like_new,10715,32,26311,453,54,0
kitchen_utensils,good,14055,59,6136,947,28,0
kids,good,12105,14,24563,464,83,0
other,acceptable,10627,69,18760,941,94,1
kids,like_new,13055,54,14105,1291,77,1
kitchen_utensils,poor,13357,72,1675,654,58,1
furniture,poor,13351,75,30343,1300,247,1
kids,poor,12205,18,12563,1281,192,0
other,acceptable,10407,52,24211,887,70,1
kitchen_utensils,good,12107,81,27304,1019,193,1
other,poor,14050,3,18828,1557,108,0
kids,poor,10318,65,23200,1410,183,0
other,acceptable,13089,92,25375,815,65,0
other,good,14193,66,23055,628,12,0
furniture,acceptable,10119,43,17155,384,23,1
clothes,like_new,13347,31,14736,330,56,0
clothes,acceptable,12279,56,17178,129,2,1
other,good,14055,67,11522,322,45,0
kids,good,12685,20,16571,771,84,1
other,good,12157,60,15560,1660,249,0
furniture,good,14052,31,16202,951,38,0
other,like_new,13125,67,6574,1237,86,1
other,good,12351,71,9396,782,31,0
furniture,good,12309,95,10173,1173,164,0
clothes,good,13086,23,1847,1078,86,0
kitchen_utensils,poor,12621,50,27046,1631,212,1
furniture,good,10315,27,7100,404,0,0
clothes,like_new,10997,81,7553,1479,192,0
other,acceptable,12277,5,25899,379,49,0
clothes,acceptable,14163,32,9160,1407,84,0
furniture,good,13357,14,24822,1533,0,1
kitchen_utensils,acceptable,12349,97,29591,456,63,0
kids,good,12057,26,27421,1016,182,0
furniture,like_new,12099,63,20426,925,92,1
furniture,acceptable,12559,92,11297,408,28,1
kids,good,12589,69,20843,383,42,1
kitchen_utensils,like_new,10961,28,3211,84,3,0
furniture,acceptable,12679,10,28902,1234,234,1
furniture,like_new,12524,13,18822,362,28,0
furniture,acceptable,12527,33,9203,1792,215,0
clothes,good,12355,52,3289,1091,0,1
kitchen_utensils,acceptable,12487,24,9092,1751,140,1
other,acceptable,10409,92,30023,1488,252,1
furniture,good,13437,53,18160,124,12,0
furniture,poor,10623,93,18530,1130,90,0
kids,poor,12557,47,22823,598,35,0
clothes,like_new,10707,54,4896,1993,219,0
kids,poor,14169,61,26986,6,0,1
furniture,good,10713,87,17613,726,101,1
furniture,poor,12159,65,27847,1846,0,0
kitchen_utensils,good,12047,16,1518,1965,117,0
furniture,like_new,13581,28,17318,1314,131,0
furniture,like_new,12589,74,19219,1449,0,1
clothes,good,14199,11,18202,1977,336,0
other,like_new,12051,96,16433,103,8,0
furniture,like_new,14167,35,2748,1911,19,0
kitchen_utensils,good,12307,7,16157,1074,171,1
other,good,14057,50,1802,1468,220,0
kitchen_utensils,good,13629,90,12216,270,24,0
other,acceptable,12355,59,26193,811,145,1
kitchen_utensils,good,13627,74,22125,1989,0,1
clothes,poor,13189,80,28478,1968,354,0
clothes,good,12167,93,29603,713,0,1
clothes,like_new,12435,37,1927,485,38,1
kitchen_utensils,acceptable,12159,55,31933,1978,138,1
clothes,poor,13597,73,30931,1595,207,0
other,good,10365,83,21763,23,1,0
clothes,acceptable,10247,10,7267,1910,286,0
kids,poor,14199,70,18946,1426,185,1
kids,poor,12169,72,2378,1454,87,1
other,poor,13086,50,29620,761,83,0
kids,poor,14057,61,11427,72,1,0
other,good,10119,76,5912,80,8,0
other,acceptable,13088,66,9031,1951,331,0
furniture,poor,12355,67,6749,83,5,0
other,like_new,10625,9,20227,1577,205,0
clothes,acceptable,10777,0,1306,256,43,1
kitchen_utensils,acceptable,13125,59,10079,1023,132,1
furniture,poor,10555,0,6786,1354,67,1
furniture,acceptable,14193,66,15446,1903,304,1
other,like_new,12439,27,20845,493,49,1
clothes,like_new,12279,82,7983,170,22,1
furniture,acceptable,14109,84,7919,1837,73,0
kitchen_utensils,acceptable,14109,74,14879,1513,30,0
kitchen_utensils,like_new,13581,16,28708,513,66,0
clothes,good,13187,18,23930,1424,42,0
kitchen_utensils,good,14053,41,7325,551,33,0
kids,good,12159,92,10505,712,49,1
kitchen_utensils,acceptable,10719,78,7401,502,30,0
other,good,13357,62,28033,1242,86,1
furniture,acceptable,10365,57,15360,1516,227,0
kitchen_utensils,good,13595,32,2018,940,122,0
furniture,acceptable,12057,87,15601,701,21,1
furniture,like_new,13159,19,4604,914,118,1
kids,acceptable,10969,12,1531,1000,90,0
clothes,like_new,12527,28,8812,589,88,0
kids,poor,10719,84,6575,960,96,1
other,poor,14167,41,10101,1349,40,1
other,acceptable,13465,94,30235,403,60,0
kitchen_utensils,acceptable,12589,16,21690,1893,340,0
kitchen_utensils,like_new,10178,95,13489,214,19,0
other,good,13583,37,15905,1127,123,1
kids,like_new,13359,17,24286,1277,25,0
other,acceptable,12107,62,19888,1784,71,1
kitchen_utensils,like_new,12247,72,867,824,107,0
furniture,acceptable,10409,44,1576,1068,106,1
furniture,poor,10625,66,14295,1107,177,1
kids,acceptable,13581,19,8576,852,93,1
clothes,like_new,10967,24,5165,798,135,0
other,poor,12055,28,15903,482,43,0
furniture,poor,14057,64,15052,869,52,1
kitchen_utensils,acceptable,12349,85,23834,1528,30,0
clothes,poor,10969,34,17860,1290,0,1
furniture,like_new,10965,61,8593,702,28,0
other,good,10407,15,24017,1432,42,0
clothes,poor,10997,44,6559,1969,177,0
kids,like_new,14165,96,14121,1377,110,1
other,acceptable,12307,1,18839,1050,10,0
furniture,like_new,12203,26,30868,1037,41,0
clothes,good,12163,0,16735,150,21,1
kitchen_utensils,good,12305,32,16074,1139,148,0
other,poor,10707,50,29848,762,60,0
clothes,acceptable,13347,97,9918,960,153,0
other,like_new,12357,46,14187,118,7,0
other,poor,10587,88,22004,3,0,0
other,good,13593,65,10013,789,126,0
kids,good,10627,10,22770,224,4,0
furniture,poor,13051,75,10521,262,0,0
kitchen_utensils,poor,13599,65,3884,470,18,1
other,like_new,12209,67,2903,1009,20,1
clothes,poor,10249,41,24126,811,129,1
clothes,poor,14165,26,3777,1783,0,0
other,acceptable,10437,55,18648,48,6,1
furniture,acceptable,12161,71,4846,1825,164,1
clothes,poor,13593,81,1220,248,32,0
kitchen_utensils,acceptable,14199,33,18355,414,53,0
other,good,10557,66,31397,1448,57,0
clothes,good,10439,3,1061,23,1,1
kids,acceptable,13583,98,27449,482,24,1
clothes,good,13597,72,552,20,2,0
clothes,good,13347,84,30721,1928,289,0
kids,poor,12557,74,6913,414,33,0
kids,like_new,10555,43,16813,1743,296,0
furniture,poor,14055,66,24765,540,86,0
clothes,good,12307,29,9426,1430,100,0
furniture,like_new,12169,10,18697,1139,0,0
kitchen_utensils,like_new,13407,66,27183,620,6,1
furniture,good,13439,89,11022,1520,121,1
kitchen_utensils,good,10435,10,27629,1612,128,0
furniture,good,13465,93,1549,459,50,1
kitchen_utensils,good,12555,99,9413,875,78,0
clothes,poor,12167,90,7633,1236,173,1
kids,acceptable,13505,68,6457,1709,307,1
clothes,like_new,12459,59,15363,1048,157,1
kitchen_utensils,acceptable,12347,52,14600,1252,175,1
kids,good,13469,78,24576,9,1,1
furniture,acceptable,12279,2,9810,320,22,1
clothes,good,12619,17,3314,40,6,0
clothes,acceptable,12051,16,21974,1237,123,1
kids,good,12623,0,2898,1314,236,0
kitchen_utensils,poor,13585,66,1966,828,124,0
other,poor,12351,97,22542,183,14,1
furniture,poor,12629,6,10837,20,0,0
kids,like_new,13587,33,16130,1206,132,1
kitchen_utensils,good,13439,96,27138,575,46,1
clothes,acceptable,13509,0,19977,828,140,1
kitchen_utensils,poor,12526,51,21143,335,10,1
other,like_new,10963,93,20453,358,57,1
clothes,acceptable,13059,11,29260,1219,24,1
furniture,poor,12621,19,2466,781,85,1
kitchen_utensils,like_new,12555,89,7506,1722,103,1
other,like_new,12203,35,19445,1701,34,1
furniture,good,12207,11,20073,130,23,1
other,good,12209,18,5406,307,9,1
furniture,good,10178,51,29427,1071,74,1
kids,poor,14055,72,28431,1465,0,0
furniture,good,12169,54,5920,1229,98,1
other,poor,10827,8,2446,64,2,1
kids,like_new,12205,21,22640,1132,33,0
clothes,like_new,10243,52,6189,1621,226,1
other,acceptable,13357,59,21844,1127,202,0
other,good,10717,80,15040,996,9,0
furniture,poor,12623,69,26356,490,14,1
kids,like_new,10585,29,9000,2,0,0
kids,poor,10967,59,10862,523,26,0
other,like_new,10119,8,15570,1979,197,0
kitchen_utensils,acceptable,13187,81,11001,1673,217,0
other,acceptable,13055,45,6802,1537,261,0
kitchen_utensils,acceptable,10409,98,13747,1766,52,0
furniture,good,12159,36,90,858,111,0
kitchen_utensils,acceptable,14053,56,1839,136,9,1
other,acceptable,12059,9,6585,80,12,0
furniture,like_new,13593,44,21821,253,12,0
other,good,12049,34,145,1191,95,1
clothes,like_new,14163,73,15660,1002,170,0
furniture,poor,12109,82,11703,1238,12,1
kitchen_utensils,poor,12277,51,7387,1681,168,1
kitchen_utensils,poor,10249,14,777,921,0,0
kids,poor,12526,28,31792,1368,191,1
kitchen_utensils,acceptable,13589,17,14526,1998,59,1
kitchen_utensils,acceptable,12101,79,14452,885,88,0
furniture,poor,12105,63,15726,489,73,0
kitchen_utensils,poor,12163,37,18552,39,0,1
other,poor,13595,16,14311,1283,115,1
kids,like_new,12157,30,5859,215,19,1
clothes,acceptable,13599,42,6266,413,4,0
furniture,like_new,13053,46,10767,606,115,0
other,poor,14165,95,15294,1372,137,0
clothes,like_new,10629,20,860,1844,165,1
kids,like_new,13629,44,30191,1939,193,0
clothes,poor,13359,24,1389,1033,92,1
furniture,acceptable,13599,92,11525,657,39,1
kitchen_utensils,poor,10179,45,5138,1509,256,1
other,good,12045,28,9266,1221,12,0
other,like_new,12157,95,14939,924,36,0
other,poor,10179,16,1097,1441,72,1
kids,good,10557,37,25588,930,9,0
furniture,acceptable,12627,83,13288,1879,112,1
kids,acceptable,10437,8,8897,1958,274,0
other,poor,13589,12,22596,399,75,0
other,good,12161,37,143,1758,210,0
kitchen_utensils,poor,13507,40,448,1883,244,0
kitchen_utensils,poor,12169,92,30328,937,140,1
clothes,good,10435,24,6636,720,122,1
furniture,acceptable,10119,57,30374,1276,191,1
kitchen_utensils,poor,12051,50,10774,1337,240,1
kids,like_new,13439,4,13137,352,21,1
furniture,like_new,10179,15,8344,630,6,1
other,good,12351,21,11728,1648,82,0
clothes,like_new,13581,74,1945,1187,47,0
kitchen_utensils,good,10823,49,9520,1659,282,0
clothes,good,12105,65,31783,1448,72,0
other,good,13591,75,14591,274,19,0
clothes,good,12047,84,1861,1079,43,1
furniture,acceptable,10318,74,17434,1880,169,1
other,like_new,10999,86,31416,61,4,1
furniture,good,12205,87,21749,63,11,1
clothes,poor,14089,37,25395,1468,146,1
furniture,good,10783,40,22287,870,17,0
clothes,good,12557,28,21192,1322,118,0
clothes,acceptable,12203,9,774,1728,259,1
furniture,good,13597,91,31624,468,79,0
kids,acceptable,12209,61,20327,1369,260,0
kids,poor,10559,41,31088,1178,0,0
kitchen_utensils,good,13627,54,5519,73,5,0
clothes,acceptable,13599,98,11817,1785,285,0
other,like_new,12683,64,1364,1373,219,1
kitchen_utensils,acceptable,10965,27,530,794,31,1
kids,poor,12527,62,354,394,63,0
kids,poor,10969,99,11096,541,16,1
clothes,like_new,12157,76,20617,1080,86,1
furniture,like_new,10963,82,26695,642,115,1
kids,good,12109,33,27726,508,25,0
clothes,good,12355,60,6331,1331,93,0
clothes,like_new,13437,89,21528,966,173,1
kitchen_utensils,poor,12359,32,8855,1342,107,1
kitchen_utensils,poor,10587,47,7215,1577,15,0
kids,like_new,10827,53,6050,746,44,0
other,poor,12049,16,13754,758,113,0
clothes,good,10369,92,10775,522,52,0
other,good,13086,75,21907,1828,237,1
other,good,13589,32,15799,872,78,1
other,good,13086,40,31195,1769,0,1
kids,acceptable,12459,61,4909,1858,111,1
furniture,poor,13125,89,515,745,22,1
clothes,poor,10178,83,14942,599,11,1
kids,poor,12489,53,9333,1907,190,0
kitchen_utensils,poor,10407,29,12484,1245,62,0
furniture,poor,10245,6,25843,1295,142,1
clothes,poor,12207,77,10326,847,25,1
furniture,like_new,12557,28,9701,572,45,0
kitchen_utensils,like_new,14167,2,10596,469,4,1
kids,acceptable,10437,23,13890,1055,63,0
clothes,acceptable,13359,84,22592,1803,288,1
other,acceptable,12167,34,19321,1503,30,1
clothes,acceptable,12629,81,10845,749,127,0
other,good,12105,36,30435,492,88,0
furniture,acceptable,12203,71,14020,109,15,1
kids,poor,10969,72,24876,372,33,1
kitchen_utensils,like_new,14165,90,28552,1168,151,0
other,acceptable,10405,44,1294,834,116,0
clothes,poor,12045,50,16414,1178,47,0
kids,good,12627,37,26200,1559,171,0
other,good,12555,85,21505,1356,257,0
furniture,acceptable,12623,20,3656,363,21,1
other,good,12045,66,1947,183,5,0
clothes,like_new,10967,86,9860,973,107,0
other,acceptable,13353,40,29533,1959,78,1
clothes,good,10825,75,13280,1389,152,1
kitchen_utensils,good,13505,37,7419,101,17,0
kids,like_new,10999,17,8619,72,13,1
furniture,poor,12355,16,5266,234,16,0
other,good,13469,52,28549,1506,286,1
other,poor,13587,63,6655,1140,57,0
clothes,good,14059,35,10463,1918,19,1
kitchen_utensils,acceptable,14050,4,21881,1857,334,0
kitchen_utensils,poor,12167,83,31279,1500,135,1
other,good,12109,40,5617,222,35,1
kids,like_new,10827,25,11746,1384,207,1
furniture,good,10707,23,5397,769,138,1
kitchen_utensils,acceptable,12526,59,13028,1765,282,1
other,acceptable,12557,24,3029,1923,249,1
kids,acceptable,12687,34,22467,898,17,1
kids,poor,12055,50,26663,468,46,1
kids,like_new,10369,82,16250,879,26,1
furniture,good,14165,38,9897,1849,295,1
kitchen_utensils,acceptable,10435,16,14393,1453,130,0
kitchen_utensils,like_new,12045,42,18256,1472,235,0
kids,good,12589,47,10763,142,11,0
kids,good,13627,38,11375,299,38,1
clothes,like_new,10785,0,7416,922,129,0
kids,good,12557,37,26803,271,5,0
kids,good,12305,70,6129,1661,199,0
kitchen_utensils,like_new,12629,89,22734,1533,0,0
kitchen_utensils,good,12435,54,12241,413,49,1
clothes,poor,10119,63,9726,144,4,1
kids,good,10315,13,27566,1300,91,1
clothes,like_new,12247,10,5987,823,115,0
other,poor,12205,4,10397,1262,214,0
kitchen_utensils,like_new,10827,8,8436,434,60,1
kids,good,13357,25,30974,940,84,1
clothes,like_new,12685,54,9,1213,121,0
kids,acceptable,13505,4,3519,552,22,1
kitchen_utensils,acceptable,14195,90,20164,1002,150,1
clothes,poor,13507,38,21350,1133,203,1
other,like_new,14167,91,8279,117,8,0
kids,acceptable,14089,16,4293,944,66,1
furniture,like_new,10119,4,2296,1259,37,1
